Reviews,Label
"I needed a staycation and chose the Four Seasons for a long weekend.  It was truly a beautiful experience.  Nothing pretentious about this place!  The bed in the room was the most comfortable I have felt outside of my own home.  I dined in my room for most meals,  the food and presentation was amazing.  Highly recommend the rueben, the lobster Mac and cheese and tuna tartare.  I cannot stress enough how happy and comfortable the staff made me feel  everyday.  Such genuine concern for my well-being, the staff ensured that all of my needs were met.  Stephen and Brian at the front door we so nice to talk to and very helpful.  I looked forward to seeing them during my stay.  True gentleman. ",Real
Just spent 4 nights at the FS Boston. Our stay was wonderful. The hotel was lovely and in a great location. An easy walk to restaurants and to the subway. The hotel also sits across from Boston Common park which was great to walk around. The service at this property was fantastic. Everyone from the front desk for check in to the doormen and the young men at the morning coffee shop. Everyone was friendly and helpful. Four Seasons is known for their service and this hotel was not a disappointment. The rooms were clean and very comfortable. I would definitely recommend a stay here...you won't be disappointed.,Real
"We have stayed at this Four Seasons many times ( and I have reviewed it before.) We love the calm, luxury vibe, the bright well taken care of rooms with oversize windows (love the park facing rooms,) the friendly staff, the indoor pool area which provides a nice place to relax, and the location. The Sanctuary ( an outdoor public space added during Covid ) is a great addition. However the former restaurant, Bristol, where we ate breakfast has now been closed for a year an a half and at this point for the prices the hotel is charging I really feel is no longer acceptable. On recent visits we overlooked it because we like the hotel so much and just went to grab breakfast at nearby places on Newbury and Boylston,but this past weekend Boston was packed.",Real
"If you want the perfect place to stay for Boston Marathon, look no further.  The Four Seasons is the best!  The service is impeccable.  The location is superb, especially if you are running the marathon. Everything was wonderful.  I look forward to returning in April 2022. ",Real
"Excellent hotel located conveniently across the street from Boston Public Garden. Easy walk to shopping, Boston Common, Newbury Street. Great service, though I can say after staying at this Four Seasons, The Mandarin & the Ritz Carlton (all in Boston) all within a few weeks of each other that staff is more sparse than normal. We loved having a nightcap in the bar. Parking is tricky as Boylston St is one way so watch the signs!",Real
"The staff was courteous and kind. Davis the concierge was helpful,kind,courteous, and gave great directions. The room was extremely COVID clean.Parking was great and reasonable.Had a refrigerator,microwave, and quite.",Real
"We stayed at The Inn At Longwood when we had medical appointment in Boston.  Our room was clean and comfortable.  It was right by the elevator but we did not hear any hall noise.  We ate at the food court  as we did not want a larger meal but they offer a restaurant that we have enjoyed in the past.  Check-in was easy.  The front desk is very friendly.    David, the concierge, asked if my husband  needed help with our bags as we had medical equipment with us.  He also delivered a wheel chair to our room.  He was very friendly and wished us well.",Real
"My wife and I came to the Inn at Longwood for a medical proceed at BIDMC, which is right across the street. Angel took care of us at the desk, but David the concierge took care of our bags and brought them to our room. He gave us a quick insight to the area. Clean safe rooms. Can you believe they leave rooms empty for 48hrs prior to booking them again.",Real
"Special shout out to “David - The Concierge” who could not have taken better care of me post race!  Thank You David, I’ll be back!  I had to fly out same day of race and while I couldn’t get a late check-out, I did get to shower at a local gym and David grabbed my checked bags several times.",Real
"I had 2 days of medical appointments during a heat wave.  Air conditioning was thankfully robust and our room was quite clean.  Parking and food is close by, along with a drugstore.  Food offerings won’t make the Michelin guide , but are adequate.  And if you don’t mind a good walk, Fenway Park is just down Brookline Ave.  Just head for the iconic and comforting Citgo sign.    Also , a quick shout out to Angel, the highly efficient front office mgr. who will go the extra mile to make sure your visit is pleasant!",Real
Overall this was a very blessed and stay. The hotel was clean and very convenient to the airport. Gabriella at the front desk was super helpful. I would stay here again if I I am in Boston. I would recommend this hotel,Real
$200 a night hotel in Boston Harbor… and then they charge you another $36 a day to park in their lot.  As paying guest… you have to pay more for the “luxury” of parking on site? Tacky.  And certainly not worth the extra money—nor is the hotel worth $200.,Real
"Very easy check in, beautiful views and very comfortable beds. staff was very helpful, the room and bathroom were very clean. The food was also very good. The men working the shuttles were so helpful and nice. Overall experience was wonderful.  If we come back to Boston, this will be the hotel we stay at. ",Real
"Rooms were spotless, beds very comfortable, the view of the bay outstanding. Just a perfect stay. Loved it!  Would not hesitate to book it again. Restaurant has a stunning view and quite good food, nice breakfast.     ",Real
Nice room overlooking Exeter street.  Parking garage across the street.  Central location with nice staff.  Easy walking distance to restaurants and the subway.  Temperature was either very hot or very cold in our room.  Not a pleasant experience.  We called desk.  They sent an engineer.  He opened the window and said he was going to check downstairs.  We woke up in the morning to 58 degrees.  We had already shut the window.  Called desk again.  He said he would go check the heat downstairs.  This is not a cheap motel.  Strange climate control situation.,Real
"I stayed here in 2019, and am a Marriott Bonvoy member.  This was my first business trip since the pandemic.  When I arrived, I was told I had to self park -- I get it.  Then I was given a room on the 3rd floor, when my profile says I want to stay on a higher level, so I rejected the first room.  When I got to my room, it faced a vacant building, no view.  There was detritus on the floor.  Then there was this wonky electric switch that was the master for the entire room.  Unknowingly, I turned it off when I went to bed, and then couldn't get the bathroom light to work in the morning.   I had to shower in the dark.  When I reported it to the front desk, they spoke with me like it was my fault.  Every time I tried to get into my room, my key wouldn't work and I had to go back down.",Real
"This hotel could not be better-managed, nor better staffed. I felt as though they treated us like we were family. Truly. Super attentive, super personable. We stayed during a busy Boston Marathon weekend and the extra attention to details was awesome. Gift bags, helpful directions on subways for race day, bananas and waters for runners to grab, nourishing fruit-infused water for all after the race. Lovely lobby receptions with Sam Adams beers. They knew our names. A boutique, personal experience in every way. Best Marriott experience, ever. Rooms incredibly spacious. Conveniences of all sorts. Felt very homey, we looked forward to returning each day. Wonderful beds, super clean. I put my 82 year old mom in a room with my sister and she's super picky. She loved it! ",Real
"Always a great stay at Courtyard Copley!  The staff are the best! So friendly! Especially Kim, Harry, and Joseph.  Thx for making our Boston Marathon stay wonderful!  Will definitely stay here again in future trips!",Real
"The hotel is clean, the rooms are spacious, and the staff is friendly, helpful, and professional. The Backbay location is perfect for sightseeing, shopping, and has many nearby restaurants, the Prudential Shopping Mall, and supermarkets too. The only drawback is the expensive per night price tag.",Real
